application_id,customer_id,customer_name,application_date,product_type,loan_amount,loan_term_months,interest_rate,annual_income,employment_status,application_status
APP00247,CUST1684,Michael Johnson,04/09/2023,Mortgage,62511,48,8.24,148134,employed,
APP00565,CUST1037,,2024/11/22,Car Loan,,,,,employed,approved
APP00592,CUST1564,John Anderson,10-03-2025, Business Loan ,51458,36,,85684,Employed,Under Review
APP00577,CUST2045,Daniel Taylor,10/09/2024,Education Loan,64841,24,13.19,57530, employed ,Rejected
APP00649,CUST2709,,11-28-2025, Business Loan ,,,8.62,80347,Student,Rejected
APP00859,CUST2810,Olivia Anderson,11-07-2025,Education Loan,30632,24,14.97,23850, employed ,Pending
APP00684,CUST2371,Olivia Brown,22-Jul-2025,personal loan,26090,36,14.79,107186,Self-Employed,Pending
APP00296,CUST2721,John Smith,2025/09/22,personal loan,,60,,84138,, pending 
APP00608,CUST2275,Daniel Taylor,"December 31, 2023",,65630,60,,,Employed,
APP00239,CUST1656,Olivia Anderson,"November 24, 2024",Education Loan,,,,53662,Student,Rejected
APP00186,CUST1679,,01-11-2026,Education Loan,,12,,116167,,Approved
APP00696,CUST2797,John Brown,05-Aug-2024, Business Loan ,,,8.75,,Self-Employed, pending 
APP00340,CUST2727,Michael Taylor,2023-12-20,personal loan,59082,12,9.08,124787,Employed,Rejected
APP00877,CUST2729,Emma Smith,"March 01, 2025",Personal Loan,31848,36,7.5,,Unemployed,approved
APP00783,CUST2726,Olivia Brown,2023/07/15,Education Loan,,,3.77,,Student,Rejected
APP00060,CUST2015,,"March 03, 2025",Car Loan,57012,12,4.42,, employed ,Rejected
APP00224,CUST2826,Olivia Brown,15-Jul-2024,,43578,,9.26,75064,,approved
APP00323,CUST1259,Sophia Taylor,2023/07/03,Education Loan,96752,24,,140489,Unemployed,
APP00141,CUST1179,Olivia Brown,"November 24, 2025",Personal Loan,,,14.6,44837,Employed,
APP00889,CUST2009,Michael Taylor,05-29-2024,,42093,48,,,, pending 
APP00326,CUST1359,,30-Jan-2026,Education Loan,,,,69390,,Approved
APP00350,CUST1836,Olivia Smith,25-Nov-2025,Car Loan,,48,5.51,88274,Employed,approved
APP00360,CUST1509,Olivia Anderson,07-09-2024,Car Loan,44392,,,26556,Employed, pending 
APP00029,CUST2193,John Brown,03-Jul-2024,Personal Loan,,,,,,Under Review
APP00887,CUST1909,Emma Anderson,09-08-2023, Business Loan ,31633,60,4.0,,Student,Under Review
APP00836,CUST1598,John Anderson,31-Oct-2023,Personal Loan,,,9.89,92592,employed,Pending
APP00437,CUST2251,John Johnson,07/12/2024,Mortgage,87895,36,12.42,,Unemployed,Rejected
APP00595,CUST1715,,"November 27, 2023", Business Loan ,,36,,,,Rejected
APP00079,CUST2379,Sophia Taylor,22/05/2025,Mortgage,,24,,28700,Unemployed,Approved
APP00065,CUST1535,Emma Johnson,2023-11-24,personal loan,46832,48,,71010,Self-Employed,Approved
APP00386,CUST1987,John Brown,23/07/2023,Education Loan,48859,12,,82657,Self-Employed,Approved
APP00734,CUST1677,Emma Smith,08-16-2023,Mortgage,25557,48,,101801, employed ,Approved
APP00482,CUST2221,Olivia Taylor,2024/10/12, Business Loan ,68710,60,8.04,,Self-Employed,Approved
APP00586,CUST2921,,2024/06/20,Personal Loan,,,5.73,119740,,approved
APP00577,CUST2045,Daniel Taylor,10/09/2024,Education Loan,64841,24,13.19,57530, employed ,Rejected
APP00079,CUST2379,Sophia Taylor,22/05/2025,Mortgage,,24,,28700,Unemployed,Approved
APP00717,CUST1343,John Smith,2026/03/08,Mortgage,,48,,,,Rejected
APP00225,CUST1707,Michael Smith,12-15-2023,Car Loan,76763,,5.38,,,
APP00493,CUST2211,Daniel Brown,09/10/2024, Business Loan ,,36,,72704,Unemployed,Rejected
APP00326,CUST1359,,30-Jan-2026,Education Loan,,,,69390,,Approved
